name,description,language
,,
,,Language
CCA,,R
CoNet,,R
DistanceCorrelation,,R
Ensemble,,Python
FunChiSq,,R
Kendall,,R
KS,,R
LSA,,Python
MIC,,R
MPLasso,,R
Pearson,,R
Phi,,Python
PhiLR,,R
RevEcoR,,R
SparCC,,Python
SparCCGPU,,CUDA
Spearman,,R
SpearmanMulti,,R
SpearmanTies,,Python
SpearmanTiesMulti,,Python
SPIECEASI,,R
,,
,,Language
ATria,,C++
BiasedPageRank,,Python
Centroid,,Python
ClusterLeaders,,R
Conquests,,Python
Degree,,C++
Exponential,,Python
GPUATria,,CUDA
IndVal,,R
Katz,,C++
MATria,,Python
MWM,,Python
NetCooperate,,Python
PageRank,,Python
PyATria,,Python
RWRMH,,R
"AffinityPropagation,CDHit,ClusterCount,ClusterMeans,ClusterPathways,ClusterStd,Community,CommunityDetection,CKMeans,DeNovoOTU,Enterotypes,KMeans,LinClust,Louvain,MCL,MClust,ModularityMaximization,PAM,PrefixSuffix,PyNAST,RivalClub,SCIMM,SIMLR,SortMerna,Spectral,SumaClust,SWARM,Tightness,TightnessStatistics,Trie,UClust,UPARSE,USearch,AutoCorrelation,CCM,CrossCorrelation,CubicSpline,CumulativeClassifier,CumulativeTime,Detrend,DickeyFuller,Granger,LIMITS,NeuralNet,RandomForest,ReplicationRates,TimeSeries,TimeWarp","Short Description,Affinity Propagation (Frey and Dueck, 2007),CD-Hit (Li and Godzik, 2006) ,Number of clusters in a network above a threshold in size,Mean edge weight between all clusters of a network,Given a set of clusters of taxa, find all metabolic pathways shared by node pairs within the cluster,Edge standard deviation between all clusters of a network,Information on the local community of a target.,Girvan-Newman algorithm for community detection in a network (Girvan and Newman, 2002),CKMeans (Wang and Song, 2011),De Novo OTU Selection (Caporaso et al, 2010),Find enterotypes within a set of samples (Arumugam et al, 2011),KMeans clustering (MacQueen, 1967),Linear-Time Clustering (Steinegger and Soding, 2018),Louvain Clustering (Blondel et al, 2008),Markov Clustering (van Dongen, 2000),MClust (Scrucca et al, 2016),Modularity Maximization Algorithm For Clustering Level,Partition Around Medoids (PAM) clustering (Kaufman and Rousseeuw, 1987) ,Prefix-Suffix algorithm of Qiime (Edgar et al, 2010) ,PyNAST clustering (Caporaso et al, 2010) ,Find rival clubs in a network (Fernandez et al, 2015) ,Sequence Clustering with Interpolated Markov Models (Kelley and Salzberg, 2010),SIMLR (Wang et al, 2017),SortMerna (Kopylova et al, 2014),Spectral Clustering (Meila and Shi, 2001),SumaClust (Mercier et al, 2014),SWARM (Mahe et al, 2014),Various tightness measurements for a set of network clusters ,Mean and standard deviation of cluster tightness ,Trie algorithm of Qiime (Edgar et al, 2010) ,UClust (Edgar et al, 2010) ,UPARSE (Edgar, 2013) algorithm ,USearch (Edgar et al, 2010), adds filtering steps to UClust ,Short Description,Autocorrelation Function Estimate,Convergent Cross Mapping (Sugihara et al, 2012),Time-Series Cross-Correlation Values,Cubic Spline Interpolation,Classify a set of samples by a set of features, at multiple timepoints,Choose the best features to use to classify a set of samples, at multiple timepoints.,Detrend (Least-Squares Fit, Time Series Data) ,Dickey-Fuller Test, Time Series Data (Said and Dickey, 1984) ,Granger Causality (Granger, 1969) ,LIMITS algorithm for inferring correlations across time-series (Fisher and Mehta, 2014) ,Neural network for virus classification ,Random Forest classifier (Liaw and Wiener, 2002) ,Bacterial Replication Rates (Brown et al, 2016) ,Form a time-series dataset by merging static and dynamic properties,Perform time warping to align biological data sets to same internal clock ","Language,Python,C++,Python,R,Python,R,Python,Python,R,C++,R,R,C++,Python,R,R,Python,R,C++,C++,Python,C++,R,C++,Python,C++,C++,R,Python,C++,C++,C++,C++,Language,R,R,R,R,R,R,R,R,R,R,R,R,Python,Python,R"
,,
,,Language
AffinityPropagation,,Python
CDHit,,C++
ClusterCount,,Python
ClusterMeans,,R
ClusterPathways,,Python
ClusterStd,,R
Community,,Python
CommunityDetection,,Python
CKMeans,,R
DeNovoOTU,,C++
Enterotypes,,R
KMeans,,R
LinClust,,C++
Louvain,,Python
MCL,,R
MClust,,R
ModularityMaximization,,Python
PAM,,R
PrefixSuffix,,C++
PyNAST,,C++
RivalClub,,Python
SCIMM,,C++
SIMLR,,R
SortMerna,,C++
Spectral,,Python
SumaClust,,C++
SWARM,,C++
Tightness,,R
TightnessStatistics,,Python
Trie,,C++
UClust,,C++
UPARSE,,C++
USearch,,C++
,,
,,Language
AutoCorrelation,,R
CCM,,R
CrossCorrelation,,R
CubicSpline,,R
CumulativeClassifier,,R
CumulativeTime,,R
Detrend,,R
DickeyFuller,,R
Granger,,R
LIMITS,,R
NeuralNet,,R
RandomForest,,R
ReplicationRates,,Python
TimeSeries,,Python
TimeWarp,,R
"AbundanceBin,Atima,BLSOM,Bowtie,Cytoscape,DIAMOND,FastMRMR,FastQJoin,FragGeneScan,HMMER,HUMAnN,Infomap,IRep,KEGG,MaxBin,MEGAN,MelitaSuite,MetaBAT,MetaCluster,MetaPhlAn,Amplicon,BarabasiAlbert,Caffe,Classify,ErdosRenyi,FCI,GeneUnify,GPUKMM,KMM,LINGAM,MakeCliques,MakeScaleFree,MakeSynthetic,MakeSynthetic2,Microarray,MIMOSA,MINT,NorTA,PC,PCMCI,PCStable,QueryPathways,Reactome,STRING,SVARS,WattsStrogatz,WikiPathway","Short Description,AbundanceBin binning tool (Wu et al, 2011) (Generated by PluGen),Atima (Weick et al, 2000) (Generated by PluGen),BLSOM unsupervised neural net (Nakao et al, 2013) (Generated by PluGen),Bowtie sequence alignment and analysis (Langmead et al, 2009) (Generated by PluGen),Cytoscape Visualizer (Shannon et al, 2003) (Generated by PluGen),DIAMOND  (Buchfink et al, 2014) (Generated by PluGen),Fast Minimum Redundancy Maximum algorithm (Ramirez-Gallegos et al, 2016) for feature selection (Generated by PluGen),FastQJoin (Blankenfeld et al, 2010) for joining paired-end reads (Generated by PluGen),FragGeneScan  (Rho et al, 2010) (Generated by PluGen),HMMER  (Finn et al, 2011) (Generated by PluGen),HUMAnN (Franzosa et al, 2018) (Generated by PluGen),Infomap (Edler et al., 2017) algorithm for community detection (Generated by PluGen),Calculate index of replication (Brown et al, 2016) (Generated by PluGen),Obtain all pathways for an organism in KEGG (Kanehisa and Goto, 2000) (Generated by PluGen),MaxBin (Wu et al, 2014) software for binning reads (Generated by PluGen),MEGAN (Huson et al, 2007) (Generated by PluGen),Melita (Jaric et al, 2013) suite of analysis pipelines for degenerate primers,MetaBAT (Kang et al, 2015) (Generated by PluGen),MetaCluster (Yang et al, 2010) (Generated by PluGen),MetaPhlAn (Truong et al, 2015) (Generated by PluGen),Mothur (Schloss, 2009) (Generated by PluGen),MUltiple Sequence Comparison by Log-Expectation (MUSCLE) (Edgar et al, 2004) alignment tool,Represent samples as a network, with dissimilarity as edge weights,Get data from the PathwayTools (Karp et al, 2015) database,Phylogenetic Investigation of Communities by Reconstruction of Unobserved States (PICRUSt) (Lamille et al, 2013),Classify sequences using the RDP (Wang et al, 2007) (Generated by PluGen),Query the Earth Microbiome Project (EMP, Thompson et al 2017) with Redbiom (McDonald et al, 2019) (Generated by PluGen),SynerClust (Georgescu et al, 2018) orthologue clustering tool,Tax2Tree (McDonald et al, 2011) (Generated by PluGen),Tetramer frequencies, input to ESOM (Dick, 2009) (Generated by PluGen).,Short Description,Find organisms that produce a product when PCR is executed on a given primer pair,Generate synthetic network (Barabasi and Albert, 1999),Deep learning through Convolutional Architecture for Fast Feature Embedding (Jia et al, 2014)),Phylogenetic OTU Classifier,Generate synthetic network (Erdos and Renyi, 1959),Fast Causal Inference (Spirtes et al, 1993),Unify gene expression values across multiple files,KMM, on the GPU,k-Markov Model for Metagenomics,Linear Non-Gaussian Acyclic Model (LINGAM) for Causal Discovery (Shimizu et al, 2006),Make a Network of Cliques (Python),Make a Scale-Free Network (Albert and Barabasi, 2002),Make a Synthetic Network,Make a Synthetic Network (more complex),Process microarray data, generate gene expression levels,Data fitting through MIMOSA (Finak et al, 2013),Multivariate INTegration (Rohart et al, 2017) ,Normal-To-Anything algorithm,PC algorithm for causal structure (Spirtes et al, 2000),PCMCI algorithm for time-series data (Runge et al, 2019),PC-Stable algorithm for causal structure (Colombo and Matthuis, 2014),Obtain all metabolic pathways involving a single or pair of taxa/metabolites.,Query the Reactome database (Fabregat et al, 2017),Query the STRING database (Szklarczyk et al, 2011),Calculate counterfactuals using SVARS (Kilian et al, 1998),Generate synthetic network (Watts and Strogatz, 1998),Query the WikiPathway database (Pico et al, 2008)","Language,C++,C++,C++,C++,C++,C++,C++,C++,C++,C++,C++,C++,C++,C++,C++,C++,Python,C++,C++,C++,C++,C++,R,Python,C++,C++,C++,C++,C++,C++,Language,Perl,Python,Python,Python,Python,R,R,CUDA,C++,R,Python,Python,Python,Python,R,R,R,R,Python,Python,R,Python,Python,Python,R,Python,Python"
,,
,,Language
AbundanceBin,,C++
Atima,,C++
BLSOM,,C++
Bowtie,,C++
Cytoscape,,C++
DIAMOND,,C++
FastMRMR,,C++
FastQJoin,,C++
FragGeneScan,,C++
HMMER,,C++
HUMAnN,,C++
Infomap,,C++
IRep,,C++
KEGG,,C++
MaxBin,,C++
MEGAN,,C++
MelitaSuite,,Python
MetaBAT,,C++
MetaCluster,,C++
MetaPhlAn,,C++
,,C++
,,C++
,,R
,,Python
,,C++
,,C++
,,C++
,,C++
,,C++
,,C++
,,
,,Language
Amplicon,,Perl
BarabasiAlbert,,Python
Caffe,,Python
Classify,,Python
ErdosRenyi,,Python
FCI,,R
GeneUnify,,R
GPUKMM,,CUDA
KMM,,C++
LINGAM,,R
MakeCliques,,Python
MakeScaleFree,,Python
MakeSynthetic,,Python
MakeSynthetic2,,Python
Microarray,,R
MIMOSA,,R
MINT,,R
NorTA,,R
PC,,Python
PCMCI,,Python
PCStable,,R
QueryPathways,,Python
Reactome,,Python
STRING,,Python
SVARS,,R
WattsStrogatz,,Python
WikiPathway,,Python
File Converters,,"Transformations,
"
"AbundCSV2NOA,BIOM2CSV,ClusterCSV2NOA,CountTableProcessing,CSVAppend,CSV2EDA,CSV2GML,CSV2PathwayTools,CSV2Tab,CSV2TSV,CSVExtract,CSVFilter,CSVIndex,CSVLabel,CSVLast2First,CSVMerge,CSVPad,CSVRemove,CSVScreen,CSVScreenTax,CSVTrim,FASTA2FASTQ,FASTQ2FASTA,FilterPathway,GML2CSV,LabelDups,PathwayFilter,PathwayTools2HMDB,PCL2CSV,SIF2CSV,SplitBIOM,Tab2CSV,TSV2CSV,Tab2GML,Abundance,AlphaDiversity,Atlas,ANOSIM,Bar,BetaDiversity,BoxPlot,CalcMeanStd,Core,CSV2Dot,CSVAvgDeg,CSVAvgEdgeWeight,CSVDup,CSVMax,CSVNegOnly,CSVOverlap,CytoViz,Delta,Density,DIABLO,Diversity,Dominance,Evenness,Extract,Gini,GraPhlAn,Gnuplot,Heatmap,HIVE,InverseSimpson,Krona,Landscape,LogModulo,MM,MV,NetworkViz,NMDS,OTUHeatmap,OTUPlot,Pie,ProcessDesc,QGraph,Rank,Rare,ReactionPathway,Richness,Sparsity,Spread,Statistics,Summarize,Tree,TriadCounter,TTestDependent,TTestIndependent,Variance,Violin","Short Description,Convert CSV file of abundances to NOA for Cytoscape,Convert BIOM file to CSVA,Convert CSV File Of Clusters to NOA,Converts Mothur Counts To Abundance CSV,Append a new row or column to a CSV file,Converter from CSV to Cytoscape EDA file format,CSV To GML Converter,Take a CSV file and perform lookups in PathwayTools (Karp et al, 2015),Converter from comma-separated to tab-delimited format,Extract rows from a CSV file with a specific value in a column,Remove Columns from a CSV file with All Zero Values,Index a CSV file over a range of columns,Label rows of a CSV file,Move the last column of a CSV file to the first ,Merge Multiple CSV Files,CSV Padding,Remove a column from a CSV file,Remove all rows with a zero or non-zero value in a specific column,Remove all rows with a zero or non-zero abundance for a specific taxon (any phylogenetic tree level),Trim a CSV file to a specific set of columns ,Convert from FASTA to FASTQ format,Convert from FASTQ to FASTA format,Take a CSV and find all pathways present in PathwayTools (Karp et al, 2015),GML To CSV Converter,Take a CSV file and label duplicate entries,Take a CSV and remove all connections with no corresponding pathway in PathwayTools (Karp et al, 2015),Map PathwayTools (Karp et al, 2015) identifiers to HMDB,PCL To CSV (File Conversion),SIF To CSV (Interactions to Correlations),Take a BIOM File and split it into each taxonomic tree level,Converter from tab-delimited to comma-separated format,Converter from tab-delimited to GML format,Short Description,Average abundance of an entity in a sample set.,Alpha-diversity using Qiime (Caporaso et al, 2010),Plot the abundance of a taxon over samples, colored by category,Analysis of Similarities (ANOSIM) (Clarke, 1993) ,Bar graph of OTU abundances ,Beta-diversity using Qiime (Caporaso et al, 2010),Produce a boxplot,Calculates Mean and Standard Deviation,Core taxa community statistics,Take a Network in CSV Format and Visualize in Dot (Gansner et al, 2015),Compute the average node degree of a network.,Compute the average edge weight of a network.,List duplicate row and column entries in a CSV file.,Determines Maximum Count Within Samples,Output negative edges.,Vector overlap,Cytoscape Visualizer ,Calculate differences in abundance (mean, std dev, etc.) between two samples ,Density plot (normalized abundance vs frequency) of a target taxon ,Generate DIABLO (Singh et al, 2019) plot ,Various diversity measurements ,Dominance index (Locey and Lennon, 2016) ,Evenness indices ,Extract sequences that include a target sequence  ,Gini index (Gini, 1912) ,Visualize phylogenetic tree with GraPhlAn (Asnicar et al, 2013),Plot data using Gnuplot (Williams and Kelley, 2011),Render a heatmap ,HIVE (Hanson, 2011) plots ,Inverse Simpson Diversity Index,Krona plot,Landscape plot of sample sets vs. first two principal components,Log-modulo skew (Magurran and McGill, 2011) ,Partitions multi-omics data,Plot mean vs. variance,Network Visualizer (Generates Multiple Cytoscape Input Files),Produce an OTU heatmap using Non-Multi-Dimensional Scaling (NMDS) (Kruskal, 1964),Plot OTU abundances using a heatmap,Plot OTU abundances at multiple levels of the phylogenetic tree,Phylum/class pie plot,Extract phylogenetic information from FASTA file,QGraph Visualizer,Converts a set of counts to ranks in a sample,Rare taxa community statistics,ReactionPathway (Statistical Analysis of Metabolite Network and Reaction Pathway Data),Sample set richness,Plot sparsity of a dataset,Plot spread of taxa abundances over all samples,Take a set of samples and output statistics (mean, standard deviation, etc.) on the most abundant taxa ,Output a summary of a sample set to the screen,PluMA plugin to produce a phylogenetic tree for taxa, decorated by sample set,Counts the number of stable and unstable triads (Easley and Kleinberg, 2010) in a social network,Run the T-Test on dependent samples,Run the T-Test on independent data,Variance Calculator,Violin plot","Language,Python,Python,Python,R,Python,Python,Python,Python,Python,R,Python,Python,Python,Python,Python,Python,Python,Python,Python,R,Python,Python,Python,Python,Python,Python,Python,Python,Python,Python,Python,Python,Language,Python,C++,R,Python,R,C++,R,Python,R,Python,Python,Python,Python,Python,Python,Python,Perl,Python,R,R,R,R,R,Perl,R,C++,C++,R,R,Python,R,R,R,Python,R,Python,R,C++,C++,R,Perl,R,Python,R,Python,R,R,R,Python,R,R,Python,Python,Python,Python,R"
,,
,,Language
AbundCSV2NOA,,Python
BIOM2CSV,,Python
ClusterCSV2NOA,,Python
CountTableProcessing,,R
CSVAppend,,Python
CSV2EDA,,Python
CSV2GML,,Python
CSV2PathwayTools,,Python
"CSV2Tab,CSV2TSV",,Python
CSVExtract,,R
CSVFilter,,Python
CSVIndex,,Python
CSVLabel,,Python
CSVLast2First,,Python
CSVMerge,,Python
CSVPad,,Python
CSVRemove,,Python
CSVScreen,,Python
CSVScreenTax,,Python
CSVTrim,,R
FASTA2FASTQ,,Python
FASTQ2FASTA,,Python
FilterPathway,,Python
GML2CSV,,Python
LabelDups,,Python
PathwayFilter,,Python
PathwayTools2HMDB,,Python
PCL2CSV,,Python
SIF2CSV,,Python
SplitBIOM,,Python
"Tab2CSV,TSV2CSV",,Python
Tab2GML,,Python
,,
,,Language
Abundance,,Python
AlphaDiversity,,C++
Atlas,,R
ANOSIM,,Python
Bar,,R
BetaDiversity,,C++
BoxPlot,,R
CalcMeanStd,,Python
Core,,R
CSV2Dot,,Python
CSVAvgDeg,,Python
CSVAvgEdgeWeight,,Python
CSVDup,,Python
CSVMax,,Python
CSVNegOnly,,Python
CSVOverlap,,Python
CytoViz,,Perl
Delta,,Python
Density,,R
DIABLO,,R
Diversity,,R
Dominance,,R
Evenness,,R
Extract,,Perl
Gini,,R
GraPhlAn,,C++
Gnuplot,,C++
Heatmap,,R
HIVE,,R
InverseSimpson,,Python
Krona,,R
Landscape,,R
LogModulo,,R
MM,,Python
MV,,R
NetworkViz,,Python
NMDS,,R
OTUHeatmap,,C++
OTUPlot,,C++
Pie,,R
ProcessDesc,,Perl
QGraph,,R
Rank,,Python
Rare,,R
ReactionPathway,,Python
Richness,,R
Sparsity,,R
Spread,,R
Statistics,,Python
Summarize,,R
Tree,,R
TriadCounter,,Python
TTestDependent,,Python
TTestIndependent,,Python
Variance,,Python
Violin,,R
"ASV2Taxon,CLR,Clusterize,CSVJoinSplit,CSVMapRange,CSVMult,CSVNeg2Pos,CSVNeg2Zero,CSVNormalize,CSVPathways,CSVPool,CSVRename,CSVScale,CSVSort,CSVTranspose,CSVUnNormalize,CSVZero2Min,DeMUX,DeReplicate,FilterMicrobes,Hellinger,Log10,Log10P,LogTransform,Map2Positive,MetabNorm,NetworkDeconvolution,NetworkNoise,NormScoreTransform,Oksanen,OTUSummary,QuantumDenoiser,Rarefy,RemoveNegative,RemoveZero,SplitTableProcessing,Standardize,TaxonomySplit,Threshold,Transform,UNOISE,ValidateMapping,Z,ANOVA,BHTSNE,BinomialDeviance,Bray,Canberra,Chao,DESeq,DPCoA,EuclideanDistance,FeatureSelection,Gower,Horn,IPCA,Jaccard,JSD,Kulczynski,LEfSe,LMS,Manhattan,Morisita,Mountford,MT,NetRep,PCA,PCoA,PERMANOVA,PLSDA,PLSDA-Multiple,Raup,SpNMF,tSNE,UniFrac,WeightedUniFrac","Short Description,Assign unique taxa to Amplicon Sequence Variants (ASVs) (Callahan, 2017),Center Log Ratio (CLR) transformation,Remove Edges Between Nodes in Different Clusters,Generate taxonomically classified taxa counts from original counts, metadata and taxonomic tree ,Map Range of One CSV File To Another (Useful in Multi-Omics),Multiply a CSV file by a constant,Map [-1, 1] edge weight range to [0, 2],Change Negative Edges To Zero,CSV Normalization,Take a CSV and lookup all metabolic pathways involving internal taxa or metabolites,Take a CSV and pool together duplicate rows/columns,Rename rows and/or columns of a CSV,Scale CSV Values to Have a Median of One,Sort a CSV file by row,Transpose a Matrix in a CSV File,CSV Reverse Normalization,Change All Zeroes in a CSV to the Minimum Value,Demultiplex (DeMUX) a set of sequences into groups given their barcodes (Caporaso et al, 2010),Remove replicate sequences,Filter out connections between metagenomic data based on underlying metabolic networks,Hellinger transform (Hellinger et al, 1914),Transform data by log base 10,Transform data by log(1+x),Log-transform data,Map All Edges To Positive Range,Mixed-Mode (Cohort and Batch) Metabolite Normalization (Jauhiainen et al, 2014),Network deconvolution algorithm (Feizi et al, 2013) to determine direct network dependencies.,Add random noise to a signed and weighted network.,Normal Probability Values,Oksanen transformation (Oksanen, 1983),Summarize OTUs at multiple levels of the phylogenetic tree,Remove noisy fluctations from CKMeans quanta,Rarefying, ad hoc (McMurdie and Holmes, 2014),Remove Negative Edges,Remove zero-abundant entities,Take a table of counts from Mothur and split into multiple counts classified by taxonomy   ,Transform to standard distribution,Take a table of abundances and make multiple, one for each level of the taxonomic tree ,Remove all observables from a dataset with a low frequency of occurrence,Shift composition (Egozcue and Pawlowski-Glahn, 2016),Denoise sequences (Edgar et al, 2016),Validate mapping file with Qiime (Caporaso et al, 2010),Z-transformation,Short Description,ANalysis Of VAriance (ANOVA), estimates differences between sample groups (Kaufman and Scheren, 2014).,Barnes-Hut version of tSNE (Laczny et al, 2014),Binomial Deviance (McArdle and Anderson, 2001),Bray-Curtis (Bray and Curtis, 1957),Canberra Distance (Lance and Williams, 1966),Chao's Method (Chao, 2005),Differential Gene Expression Analysis Based on the Negative Binomial Distribution (Love et al, 2014),Double Principal Component Analysis (Pavoine et al, 2004),Euclidean Distance ,Determine the most distinguishing features for case vs control,Gower Index (Gower, 1971) ,Horn's Overlap Index (Horn, 1966),Independent Principle Component Analysis (Yao et al, 2012),Jaccard Index (Jaccard, 1912),Jensen-Shannon Divergence (Fuglede et al, 2004),Kulczynski Similarity (Kulczynski, 1927),Linear discriminant analysis Effect Size (LEfSe) (Segata et al, 2011),Least Mean Squares method for regression analysis (Widrow and Hoff, 1960),Manhattan Distance,Morisita Overlap (Morisita, 1959),Mountford Dissimilariy Index (Mountford, 1962),Multiple Testing of Taxa Abundances According to Sample Category (McMurdie, 2020) (,NetRep algorithm (Ritchie et al, 2016) for detecting amount of preservation between two datasets,Principle Component Analysis (Pearson, 1901),Principle Coordinate Analysis (Gower, 1966),PERmanent Multivariate ANalysis Of VAriance (PERMANOVA) (Anderson, 2001),Partial Least Squares Discriminant Analysis (PLS-DA, Stahle and Wold 1987),Partial Least Squares Discriminant Analysis (PLS-DA, Stahle and Wold 1987) for multiple datasets,Raup-Crick (Raup and Crick, 1979),Supervised Non-Negative Matrix Factorization (Cai et al, 2017),t-Distributed Stochastic Neighbor Embedding (Van der Maaten et al, 2008),UniFrac distance (Lozupone and Knight, 2005),Weighted UniFrac distance (Lozupone et al, 2007)","Language,Python,R,Python,R,Python,Python,Python,Python,Python,Python,Python,Python,Python,Python,Python,Python,Python,C++,C++,Python,R,R,R,Python,Python,R,Python,Python,R,R,C++,Python,R,Python,Python,Python,R,Python,R,Python,C++,C++,R,Language,Python,Python,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Python,R,R,R,R,R,R,R,R,Python,R,R,R,R,R,R,R"
,,
,,Language
ASV2Taxon,,Python
CLR,,R
Clusterize,,Python
CSVJoinSplit,,R
CSVMapRange,,Python
CSVMult,,Python
CSVNeg2Pos,,Python
CSVNeg2Zero,,Python
CSVNormalize,,Python
CSVPathways,,Python
CSVPool,,Python
CSVRename,,Python
CSVScale,,Python
CSVSort,,Python
CSVTranspose,,Python
CSVUnNormalize,,Python
CSVZero2Min,,Python
DeMUX,,C++
DeReplicate,,C++
FilterMicrobes,,Python
Hellinger,,R
Log10,,R
Log10P,,R
LogTransform,,Python
Map2Positive,,Python
MetabNorm,,R
NetworkDeconvolution,,Python
NetworkNoise,,Python
NormScoreTransform,,R
Oksanen,,R
OTUSummary,,C++
QuantumDenoiser,,Python
Rarefy,,R
RemoveNegative,,Python
RemoveZero,,Python
SplitTableProcessing,,Python
Standardize,,R
TaxonomySplit,,Python
Threshold,,R
Transform,,Python
UNOISE,,C++
ValidateMapping,,C++
Z,,R
,,
,,Language
ANOVA,,Python
BHTSNE,,Python
BinomialDeviance,,R
Bray,,R
Canberra,,R
Chao,,R
DESeq,,R
DPCoA,,R
EuclideanDistance,,R
FeatureSelection,,R
Gower,,R
Horn,,R
IPCA,,R
Jaccard,,R
JSD,,R
Kulczynski,,R
LEfSe,,Python
LMS,,R
Manhattan,,R
Morisita,,R
Mountford,,R
MT,,R
,,
NetRep,,R
PCA,,R
PCoA,,R
PERMANOVA,,Python
PLSDA,,R
PLSDA-Multiple,,R
Raup,,R
SpNMF,,R
tSNE,,R
UniFrac,,R
WeightedUniFrac,,R
"CCA,CoNet,DistanceCorrelation,Ensemble,FunChiSq,Kendall,KS,LSA,MIC,MPLasso,Pearson,Phi,PhiLR,RevEcoR,SparCC,SparCCGPU,Spearman,SpearmanMulti,SpearmanTies,SpearmanTiesMulti,SPIECEASI,ATria,BiasedPageRank,Centroid,ClusterLeaders,Conquests,Degree,Exponential,GPUATria,IndVal,Katz,MATria,MWM,NetCooperate,PageRank,PyATria,RWRMH","Short Description,Canonical Correlation Analysis (Gonzalez et al, 2008),Infer abundance matrix from interactions using CoNet (Faust et al, 2012),Distance Correlation (Szekely, 2005) ,Ensemble Correlation Computation (Weiss, 2016) ,Functional Chi-Squared Dependency Computation (Zhang and Song, 2013) ,Kendall Correlation (Kendall, 1970),Kolmogorov-Smirnov Test Statistic (Kolmogorov, 1933),Local Similarity Analysis (Ruan, 2006),Maximal Information Coefficient (Reshef, 2011),MPLasso (Lo and Marculescu, 2017),Pearson Correlation (Pearson, 1896),Proportionatlity metric (Lovell et al, 2015) for relative data,Phylogenetic Isometric Log-Ratio Transform (Silverman et al, 2017),Predict ecological relationships between two organisms based on metabolic networks using RevEcoR (Cao et al, 2016),SparCC Correlation (Friedman and Alm, 2012),SparCC on the GPU (Alonso, Escobar, Panoff and Suarez, 2017),Spearman Correlation (Spearman, 1904),Spearman Correlations Over Multiple Data Sets and a Single Sample Set (Useful for Multi-Omics),Spearman, and Can Handle Rank Ties,Hybrid Functionality of SpearmanTies and SpearmanMulti,SPIEC-EASI (Kurtz et al, 2015),Short Description,Ablatio Triadum (ATria) Centrality (Cickovski et al, 2017),Edge-Weighted Personalized Page Rank (Xie et al, 2015),Centroid algorithm (Wuchty and Stadler, 2003),Compute leader nodes of network clusters,Conquests algorithm (Laniau et al, 2017) for Phenotypically Essential Metabolites,Degree Centrality (Freeman, 1979) ,Exponential Centality (Benzi and Klymko, 2013) ,GPUATria (ATria, on the GPU),Indicator species for each cluster (Roberts, 2007),Katz Prestige Centrality (Katz, 1953),Multiple Ablatio Triadium (Cickovski et al, 2017),Computes edge centralities, with the help of Maximum Weighted Matching (Galil, 1986),NetCooperate Algorithm for Key Metabolites (Levy et al, 2015),Page Rank Centrality (Page, 1999),ATria, in Python,Random Walk with Restart on Multiplex and Heterogeneous biological networks (Valdeolivas et al, 2018)","Language,R,R,R,Python,R,R,R,Python,R,R,R,Python,R,R,Python,CUDA,R,R,Python,Python,R,Language,C++,Python,Python,R,Python,C++,Python,CUDA,R,C++,Python,Python,Python,Python,Python,R"
,,
,,Language
CCA,,R
CoNet,,R
DistanceCorrelation,,R
Ensemble,,Python
FunChiSq,,R
Kendall,,R
KS,,R
LSA,,Python
MIC,,R
MPLasso,,R
Pearson,,R
Phi,,Python
PhiLR,,R
RevEcoR,,R
SparCC,,Python
SparCCGPU,,CUDA
Spearman,,R
SpearmanMulti,,R
SpearmanTies,,Python
SpearmanTiesMulti,,Python
SPIECEASI,,R
,,
,,Language
ATria,,C++
BiasedPageRank,,Python
Centroid,,Python
ClusterLeaders,,R
Conquests,,Python
Degree,,C++
Exponential,,Python
GPUATria,,CUDA
IndVal,,R
Katz,,C++
MATria,,Python
MWM,,Python
NetCooperate,,Python
PageRank,,Python
PyATria,,Python
RWRMH,,R
